"","date","target","insult","tweet"
"188","2015-08-07","fox-news","not very good or professional","I really enjoyed the debate tonight even though the @FoxNews trio, especially @megynkelly, was not very good or professional!"
"189","2015-08-07","megyn-kelly","not very good or professional","I really enjoyed the debate tonight even though the @FoxNews trio, especially @megynkelly, was not very good or professional!"
"190","2015-08-07","fox-news","should be ashamed of yourself",".@FoxNews you should be ashamed of yourself. I got you the highest debate ratings in your history & you say nothing but bad..."
"191","2015-08-07","charles-krauthammer","dopey","....Dopey @krauthammer should be fired. @FoxNews"
"192","2015-08-07","charles-krauthammer","should be fired","....Dopey @krauthammer should be fired. @FoxNews"
"193","2015-08-07","charles-krauthammer","clown","The hatred that clown @krauthammer has for me is unbelievable – causes him to lie when many others say Trump easily won debate."
"194","2015-08-08","politically-correct-fools","stop wasting time and energy on nonsense","So many ""politically correct"" fools in our country. We have to all get back to work and stop wasting time and energy on nonsense!"
"195","2015-08-08","fox-news","only Fox News is consistantly fighting the Trump win","Almost universal support that ""Trump won the debate."" Only @FoxNews is consistantly fighting the Trump win, and I got them the ratings!"
"196","2015-08-09","red-state","small crowds","Small crowds at @RedState today in Atlanta. People were very angry at EWErickson, a major sleaze and buffoon who has saved me time and money"
"197","2015-08-09","erick-erickson","a major sleaze and buffoon","Small crowds at @RedState today in Atlanta. People were very angry at EWErickson, a major sleaze and buffoon who has saved me time and money"
"198","2015-08-09","carly-fiorina","if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache","I just realized that if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache. She has zero chance!"
"199","2015-08-09","carly-fiorina","has zero chance","I just realized that if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache. She has zero chance!"
"200","2015-08-09","fox-news","other networks seem to treat me so much better than Fox News","It amazes me that other networks seem to treat me so much better than @FoxNews. I brought them the biggest ratings in history, & I get zip!"
"201","2015-08-10","jeb-bush","no more Bushes","Enough is Enough- no more Bushes! https://t.co/0k0Y0pgbhC"
"202","2015-08-10","george-w-bush","no more Bushes","Enough is Enough- no more Bushes! https://t.co/0k0Y0pgbhC"
"203","2015-08-10","george-h-w-bush","no more Bushes","Enough is Enough- no more Bushes! https://t.co/0k0Y0pgbhC"
"204","2015-08-11","rand-paul","truly weird","Truly weird Senator Rand Paul of Kentucky reminds me of a spoiled brat without a properly functioning brain. He was terrible at DEBATE!"
"205","2015-08-11","rand-paul","reminds me of a spoiled brat without a properly functioning brain","Truly weird Senator Rand Paul of Kentucky reminds me of a spoiled brat without a properly functioning brain. He was terrible at DEBATE!"
"206","2015-08-11","illegal-immigration","crime and killing machine","We must stop the crime and killing machine that is illegal immigration. Rampant problems will only get worse. Take back our country!"
"207","2015-08-11","rand-paul","Why is @RandPaul allowed to take advantage of the people of Kentucky","Why is @RandPaul allowed to take advantage of the people of Kentucky by running for Senator and Pres. Why should Kentucky be back up plan?"
"208","2015-08-11","iran-deal","is a catastrophe","The #IranDeal is a catastrophe that must be stopped. Will lead to at least partial world destruction & make Iran a force like never before."
"209","2015-08-11","iran-deal","will lead to at least partial world destruction","The #IranDeal is a catastrophe that must be stopped. Will lead to at least partial world destruction & make Iran a force like never before."
"210","2015-08-13","associated-press","should change their fraudulent story",".@AP and @HuffingtonPost should change their fraudulent story to say THAT I DROPPED @NBC & The Apprentice to run for President!"
"211","2015-08-13","huffington-post","should change their fraudulent story",".@AP and @HuffingtonPost should change their fraudulent story to say THAT I DROPPED @NBC & The Apprentice to run for President!"
"212","2015-08-17","politicians","incompetent","The polls have been really amazing--we are all tired of incompetent politicians and bad deals! http://t.co/wZiNNsvZx2"
"213","2015-08-17","politicians","we are all tired [of them]","The polls have been really amazing--we are all tired of incompetent politicians and bad deals! http://t.co/wZiNNsvZx2"
"214","2015-08-17","bad-deals","we are all tired [of them]","The polls have been really amazing--we are all tired of incompetent politicians and bad deals! http://t.co/wZiNNsvZx2"
"215","2015-08-17","george-will","wrong on so many subjects","Why does @FoxNews keep George Will as a talking head? Wrong on so many subjects!"
"216","2015-08-21","abc-politics","LIE","@ABCPolitics must apologize. My statement ""we're going to get them out so fast, so quick"" applied to hard core criminals & gang members. LIE"
"217","2015-08-21","tom-llamas","cannot report the news truthfully",".@TomLlamasABC cannot report the news truthfully. Why not apologize for your fraudulent story on World News Tonight.Gang members & criminals"
"218","2015-08-21","tom-llamas","fraudulent story",".@TomLlamasABC cannot report the news truthfully. Why not apologize for your fraudulent story on World News Tonight.Gang members & criminals"
"219","2015-08-21","world-news-tonight","bad reporting",".@WNTonight please correct your story tonight. The public is fed-up with bad reporting for the sake of sensationalizing something!"
"220","2015-08-22","politico","covers me more inaccurately than any other media source",".@politico covers me more inaccurately than any other media source, and that is saying something. They go out of their way to distort truth!"
"221","2015-08-22","politico","go out of their way to distort truth!",".@politico covers me more inaccurately than any other media source, and that is saying something. They go out of their way to distort truth!"
"222","2015-08-22","bernie-sanders","can't even defend his own microphone","How is Bernie Sanders going to defend our country if he can't even defend his own microphone? Very sad!"
"223","2015-08-22","bernie-sanders","Very sad!","How is Bernie Sanders going to defend our country if he can't even defend his own microphone? Very sad!"
"224","2015-08-22","jeb-bush","weak on illegal immigration","Jeb Bush is weak on illegal immigration, in favor of common core, bad on women's health issues and thinks the Iraq war was a good thing."
"225","2015-08-22","jeb-bush","bad on women's health issues","Jeb Bush is weak on illegal immigration, in favor of common core, bad on women's health issues and thinks the Iraq war was a good thing."
"226","2015-08-22","jeb-bush","just can't get it right!","Jeb Bush has a photoshopped photo for an ad which gives him a black left hand and much different looking body. Jeb just can't get it right!"
"227","2015-08-25","megyn-kelly","really off her game",".@megynkelly must have had a terrible vacation, she is really off her game. Was afraid to confront Dr. Cornel West. No clue on immigration!"
"228","2015-08-25","george-pataki","did a terrible job",".@GovernorPataki did a terrible job as Governor of New York. If he ran again, he would have lost in a landslide. He and Graham ZERO in polls"
"229","2015-08-31","anthony-weiner","perv","Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info"
"230","2015-08-31","anthony-weiner","sleazebag","Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info"
"231","2015-08-31","huma-abedin","was a major security risk","Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info"
"232","2015-09-01","jeb-bush","a failing campaign","Yet another weak hit by a candidate with a failing campaign. Will Jeb sink as low in the polls as the others who have gone after me?"
"233","2015-09-02","karl-rove","spent $430 million and lost ALL races","Why does @oreillyfactor and @FoxNews always have Karl Rove on. He spent $430 million and lost ALL races. A dope who said Romney won election"
"234","2015-09-02","karl-rove","dope","Why does @oreillyfactor and @FoxNews always have Karl Rove on. He spent $430 million and lost ALL races. A dope who said Romney won election"
"235","2015-09-02","karl-rove","dopey","Every Poll has me winning BIG.If you listen to dopey Karl Rove, a Trump hater, on @oreillyfactor, you would think I'm doing poorly. @FoxNews"
"236","2015-09-02","iran-deal","terrible","A terrible deal with Iran! https://t.co/dHDFOG3tfp"
"237","2015-09-03","iran-deal","one of the most incompetent ever made","The deal with Iran will go down as one of the most incompetent ever made. The U.S. lost on virtually every point. We just don't win anymore!"
"238","2015-09-05","meghan-mccain","terrible",".@MeghanMcCain was terrible on @TheFive yesterday. Angry and obnoxious, she will never make it on T.V. @FoxNews can do so much better!"
"239","2015-09-05","meghan-mccain","Angry",".@MeghanMcCain was terrible on @TheFive yesterday. Angry and obnoxious, she will never make it on T.V. @FoxNews can do so much better!"
